;hole;field;field.ID;samcam;season;year;weights;species;;;comment
741;1;PA_2007;6;1;autumn;2012;NA;Endogeic;;;Dummy
742;2;PA_2007;6;1;autumn;2012;NA;Endogeic;;;Dummy
743;3;PA_2007;6;1;autumn;2012;NA;Endogeic;;;Dummy
744;4;PA_2007;6;1;autumn;2012;NA;Endogeic;;;Dummy
745;1;DO_2009;7;1;autumn;2012;NA;Endogeic;;;Dummy
746;2;DO_2009;7;1;autumn;2012;NA;Endogeic;;;Dummy
747;3;DO_2009;7;1;autumn;2012;NA;Endogeic;;;Dummy
748;4;DO_2009;7;1;autumn;2012;NA;Endogeic;;;Dummy
749;1;EF_2009;8;1;autumn;2012;NA;Endogeic;;;Dummy
750;2;EF_2009;8;1;autumn;2012;NA;Endogeic;;;Dummy
751;3;EF_2009;8;1;autumn;2012;NA;Endogeic;;;Dummy
752;4;EF_2009;8;1;autumn;2012;NA;Endogeic;;;Dummy
753;1;PO_2009;9;1;autumn;2012;NA;Endogeic;;;Dummy
754;2;PO_2009;9;1;autumn;2012;NA;Endogeic;;;Dummy
755;3;PO_2009;9;1;autumn;2012;NA;Endogeic;;;Dummy
756;4;PO_2009;9;1;autumn;2012;NA;Endogeic;;;Dummy
757;1;EF_2011;10;1;autumn;2012;NA;Endogeic;;;Dummy
758;2;EF_2011;10;1;autumn;2012;NA;Endogeic;;;Dummy
759;3;EF_2011;10;1;autumn;2012;NA;Endogeic;;;Dummy
760;4;EF_2011;10;1;autumn;2012;NA;Endogeic;;;Dummy
761;1;ND_2011;11;1;autumn;2012;NA;Endogeic;;;Dummy
762;2;ND_2011;11;1;autumn;2012;NA;Endogeic;;;Dummy
763;3;ND_2011;11;1;autumn;2012;NA;Endogeic;;;Dummy
764;4;ND_2011;11;1;autumn;2012;NA;Endogeic;;;Dummy
765;1;RO_2011;12;1;autumn;2012;NA;Endogeic;;;Dummy
766;2;RO_2011;12;1;autumn;2012;NA;Endogeic;;;Dummy
767;3;RO_2011;12;1;autumn;2012;NA;Endogeic;;;Dummy
768;4;RO_2011;12;1;autumn;2012;NA;Endogeic;;;Dummy
769;1;DO_Mais;13;1;autumn;2012;NA;Endogeic;;;Dummy
770;2;DO_Mais;13;1;autumn;2012;NA;Endogeic;;;Dummy
771;3;DO_Mais;13;1;autumn;2012;NA;Endogeic;;;Dummy
772;4;DO_Mais;13;1;autumn;2012;NA;Endogeic;;;Dummy
773;1;ND_Mais;14;1;autumn;2012;NA;Endogeic;;;Dummy
774;2;ND_Mais;14;1;autumn;2012;NA;Endogeic;;;Dummy
775;3;ND_Mais;14;1;autumn;2012;NA;Endogeic;;;Dummy
776;4;ND_Mais;14;1;autumn;2012;NA;Endogeic;;;Dummy
777;1;RO_Mais;15;1;autumn;2012;NA;Endogeic;;;Dummy
778;2;RO_Mais;15;1;autumn;2012;NA;Endogeic;;;Dummy
779;3;RO_Mais;15;1;autumn;2012;NA;Endogeic;;;Dummy
780;4;RO_Mais;15;1;autumn;2012;NA;Endogeic;;;Dummy
781;1;DO_2004;1;2;spring;2013;NA;Endogeic;;;Dummy
782;2;DO_2004;1;2;spring;2013;NA;Endogeic;;;Dummy
783;3;DO_2004;1;2;spring;2013;NA;Endogeic;;;Dummy
784;4;DO_2004;1;2;spring;2013;NA;Endogeic;;;Dummy
785;1;HE_2004;2;2;spring;2013;NA;Endogeic;;;Dummy
786;2;HE_2004;2;2;spring;2013;NA;Endogeic;;;Dummy
787;3;HE_2004;2;2;spring;2013;NA;Endogeic;;;Dummy
788;4;HE_2004;2;2;spring;2013;NA;Endogeic;;;Dummy
789;1;DO_2005;3;2;spring;2013;NA;Endogeic;;;Dummy
790;2;DO_2005;3;2;spring;2013;NA;Endogeic;;;Dummy
791;3;DO_2005;3;2;spring;2013;NA;Endogeic;;;Dummy
792;4;DO_2005;3;2;spring;2013;NA;Endogeic;;;Dummy
793;1;DO_2007;4;2;spring;2013;NA;Endogeic;;;Dummy
794;2;DO_2007;4;2;spring;2013;NA;Endogeic;;;Dummy
795;3;DO_2007;4;2;spring;2013;NA;Endogeic;;;Dummy
796;4;DO_2007;4;2;spring;2013;NA;Endogeic;;;Dummy
797;1;EF_2007;5;2;spring;2013;NA;Endogeic;;;Dummy
798;2;EF_2007;5;2;spring;2013;NA;Endogeic;;;Dummy
799;3;EF_2007;5;2;spring;2013;NA;Endogeic;;;Dummy
800;4;EF_2007;5;2;spring;2013;NA;Endogeic;;;Dummy
801;1;PA_2007;6;2;spring;2013;NA;Endogeic;;;Dummy
802;2;PA_2007;6;2;spring;2013;NA;Endogeic;;;Dummy
803;3;PA_2007;6;2;spring;2013;NA;Endogeic;;;Dummy
804;4;PA_2007;6;2;spring;2013;NA;Endogeic;;;Dummy
805;1;DO_2009;7;2;spring;2013;NA;Endogeic;;;Dummy
806;2;DO_2009;7;2;spring;2013;NA;Endogeic;;;Dummy
807;3;DO_2009;7;2;spring;2013;NA;Endogeic;;;Dummy
808;4;DO_2009;7;2;spring;2013;NA;Endogeic;;;Dummy
809;1;EF_2009;8;2;spring;2013;NA;Endogeic;;;Dummy
810;2;EF_2009;8;2;spring;2013;NA;Endogeic;;;Dummy
811;3;EF_2009;8;2;spring;2013;NA;Endogeic;;;Dummy
812;4;EF_2009;8;2;spring;2013;NA;Endogeic;;;Dummy
813;1;PO_2009;9;2;spring;2013;NA;Endogeic;;;Dummy
814;2;PO_2009;9;2;spring;2013;NA;Endogeic;;;Dummy
815;3;PO_2009;9;2;spring;2013;NA;Endogeic;;;Dummy
816;4;PO_2009;9;2;spring;2013;NA;Endogeic;;;Dummy
817;1;EF_2011;10;2;spring;2013;NA;Endogeic;;;Dummy
818;2;EF_2011;10;2;spring;2013;NA;Endogeic;;;Dummy
819;3;EF_2011;10;2;spring;2013;NA;Endogeic;;;Dummy
820;4;EF_2011;10;2;spring;2013;NA;Endogeic;;;Dummy
821;1;ND_2011;11;2;spring;2013;NA;Endogeic;;;Dummy
822;2;ND_2011;11;2;spring;2013;NA;Endogeic;;;Dummy
823;3;ND_2011;11;2;spring;2013;NA;Endogeic;;;Dummy
824;4;ND_2011;11;2;spring;2013;NA;Endogeic;;;Dummy
825;1;RO_2011;12;2;spring;2013;NA;Endogeic;;;Dummy
826;2;RO_2011;12;2;spring;2013;NA;Endogeic;;;Dummy
827;3;RO_2011;12;2;spring;2013;NA;Endogeic;;;Dummy
828;4;RO_2011;12;2;spring;2013;NA;Endogeic;;;Dummy
829;1;DO_MaisII;16;2;spring;2013;NA;Endogeic;;;Dummy
830;2;DO_MaisII;16;2;spring;2013;NA;Endogeic;;;Dummy
831;3;DO_MaisII;16;2;spring;2013;NA;Endogeic;;;Dummy
832;4;DO_MaisII;16;2;spring;2013;NA;Endogeic;;;Dummy
833;1;PA_Mais;17;2;spring;2013;NA;Endogeic;;;Dummy
834;2;PA_Mais;17;2;spring;2013;NA;Endogeic;;;Dummy
835;3;PA_Mais;17;2;spring;2013;NA;Endogeic;;;Dummy
836;4;PA_Mais;17;2;spring;2013;NA;Endogeic;;;Dummy
837;1;RO_MaisII;18;2;spring;2013;NA;Endogeic;;;Dummy
838;2;RO_MaisII;18;2;spring;2013;NA;Endogeic;;;Dummy
839;3;RO_MaisII;18;2;spring;2013;NA;Endogeic;;;Dummy
840;4;RO_MaisII;18;2;spring;2013;NA;Endogeic;;;Dummy
841;1;DO_2004;1;3;autumn;2013;NA;Endogeic;;;Dummy
842;2;DO_2004;1;3;autumn;2013;NA;Endogeic;;;Dummy
843;3;DO_2004;1;3;autumn;2013;NA;Endogeic;;;Dummy
844;4;DO_2004;1;3;autumn;2013;NA;Endogeic;;;Dummy
845;1;HE_2004;2;3;autumn;2013;NA;Endogeic;;;Dummy
846;2;HE_2004;2;3;autumn;2013;NA;Endogeic;;;Dummy
847;3;HE_2004;2;3;autumn;2013;NA;Endogeic;;;Dummy
848;4;HE_2004;2;3;autumn;2013;NA;Endogeic;;;Dummy
849;1;DO_2005;3;3;autumn;2013;NA;Endogeic;;;Dummy
850;2;DO_2005;3;3;autumn;2013;NA;Endogeic;;;Dummy
851;3;DO_2005;3;3;autumn;2013;NA;Endogeic;;;Dummy
852;4;DO_2005;3;3;autumn;2013;NA;Endogeic;;;Dummy
853;1;DO_2007;4;3;autumn;2013;NA;Endogeic;;;Dummy
854;2;DO_2007;4;3;autumn;2013;NA;Endogeic;;;Dummy
855;3;DO_2007;4;3;autumn;2013;NA;Endogeic;;;Dummy
856;4;DO_2007;4;3;autumn;2013;NA;Endogeic;;;Dummy
857;1;EF_2007;5;3;autumn;2013;NA;Endogeic;;;Dummy
858;2;EF_2007;5;3;autumn;2013;NA;Endogeic;;;Dummy
859;3;EF_2007;5;3;autumn;2013;NA;Endogeic;;;Dummy
860;4;EF_2007;5;3;autumn;2013;NA;Endogeic;;;Dummy
861;1;PA_2007;6;3;autumn;2013;NA;Endogeic;;;Dummy
862;2;PA_2007;6;3;autumn;2013;NA;Endogeic;;;Dummy
863;3;PA_2007;6;3;autumn;2013;NA;Endogeic;;;Dummy
864;4;PA_2007;6;3;autumn;2013;NA;Endogeic;;;Dummy
865;1;DO_2009;7;3;autumn;2013;NA;Endogeic;;;Dummy
866;2;DO_2009;7;3;autumn;2013;NA;Endogeic;;;Dummy
867;3;DO_2009;7;3;autumn;2013;NA;Endogeic;;;Dummy
868;4;DO_2009;7;3;autumn;2013;NA;Endogeic;;;Dummy
869;1;EF_2009;8;3;autumn;2013;NA;Endogeic;;;Dummy
870;2;EF_2009;8;3;autumn;2013;NA;Endogeic;;;Dummy
871;3;EF_2009;8;3;autumn;2013;NA;Endogeic;;;Dummy
872;4;EF_2009;8;3;autumn;2013;NA;Endogeic;;;Dummy
873;1;PO_2009;9;3;autumn;2013;NA;Endogeic;;;Dummy
874;2;PO_2009;9;3;autumn;2013;NA;Endogeic;;;Dummy
875;3;PO_2009;9;3;autumn;2013;NA;Endogeic;;;Dummy
876;4;PO_2009;9;3;autumn;2013;NA;Endogeic;;;Dummy
877;1;EF_2011;10;3;autumn;2013;NA;Endogeic;;;Dummy
878;2;EF_2011;10;3;autumn;2013;NA;Endogeic;;;Dummy
879;3;EF_2011;10;3;autumn;2013;NA;Endogeic;;;Dummy
880;4;EF_2011;10;3;autumn;2013;NA;Endogeic;;;Dummy
881;1;ND_2011;11;3;autumn;2013;NA;Endogeic;;;Dummy
882;2;ND_2011;11;3;autumn;2013;NA;Endogeic;;;Dummy
883;3;ND_2011;11;3;autumn;2013;NA;Endogeic;;;Dummy
884;4;ND_2011;11;3;autumn;2013;NA;Endogeic;;;Dummy
885;1;RO_2011;12;3;autumn;2013;NA;Endogeic;;;Dummy
886;2;RO_2011;12;3;autumn;2013;NA;Endogeic;;;Dummy
887;3;RO_2011;12;3;autumn;2013;NA;Endogeic;;;Dummy
888;4;RO_2011;12;3;autumn;2013;NA;Endogeic;;;Dummy
889;1;DO_MaisII;16;3;autumn;2013;NA;Endogeic;;;Dummy
890;2;DO_MaisII;16;3;autumn;2013;NA;Endogeic;;;Dummy
891;3;DO_MaisII;16;3;autumn;2013;NA;Endogeic;;;Dummy
892;4;DO_MaisII;16;3;autumn;2013;NA;Endogeic;;;Dummy
893;1;PA_Mais;17;3;autumn;2013;NA;Endogeic;;;Dummy
894;2;PA_Mais;17;3;autumn;2013;NA;Endogeic;;;Dummy
895;3;PA_Mais;17;3;autumn;2013;NA;Endogeic;;;Dummy
896;4;PA_Mais;17;3;autumn;2013;NA;Endogeic;;;Dummy
897;1;RO_MaisII;18;3;autumn;2013;NA;Endogeic;;;Dummy
898;2;RO_MaisII;18;3;autumn;2013;NA;Endogeic;;;Dummy
899;3;RO_MaisII;18;3;autumn;2013;NA;Endogeic;;;Dummy
900;4;RO_MaisII;18;3;autumn;2013;NA;Endogeic;;;Dummy
901;1;DO_2004;1;1;autumn;2012;NA;L.castaneus;;;Dummy
902;2;DO_2004;1;1;autumn;2012;NA;L.castaneus;;;Dummy
903;3;DO_2004;1;1;autumn;2012;NA;L.castaneus;;;Dummy
904;4;DO_2004;1;1;autumn;2012;NA;L.castaneus;;;Dummy
905;1;HE_2004;2;1;autumn;2012;NA;L.castaneus;;;Dummy
906;2;HE_2004;2;1;autumn;2012;NA;L.castaneus;;;Dummy
907;3;HE_2004;2;1;autumn;2012;NA;L.castaneus;;;Dummy
908;4;HE_2004;2;1;autumn;2012;NA;L.castaneus;;;Dummy
909;1;DO_2005;3;1;autumn;2012;NA;L.castaneus;;;Dummy
910;2;DO_2005;3;1;autumn;2012;NA;L.castaneus;;;Dummy
911;3;DO_2005;3;1;autumn;2012;NA;L.castaneus;;;Dummy
912;4;DO_2005;3;1;autumn;2012;NA;L.castaneus;;;Dummy
913;1;DO_2007;4;1;autumn;2012;NA;L.castaneus;;;Dummy
914;2;DO_2007;4;1;autumn;2012;NA;L.castaneus;;;Dummy
915;3;DO_2007;4;1;autumn;2012;NA;L.castaneus;;;Dummy
916;4;DO_2007;4;1;autumn;2012;NA;L.castaneus;;;Dummy
917;1;EF_2007;5;1;autumn;2012;NA;L.castaneus;;;Dummy
918;2;EF_2007;5;1;autumn;2012;NA;L.castaneus;;;Dummy
919;3;EF_2007;5;1;autumn;2012;NA;L.castaneus;;;Dummy
920;4;EF_2007;5;1;autumn;2012;NA;L.castaneus;;;Dummy
921;1;PA_2007;6;1;autumn;2012;NA;L.castaneus;;;Dummy
922;2;PA_2007;6;1;autumn;2012;NA;L.castaneus;;;Dummy
923;3;PA_2007;6;1;autumn;2012;NA;L.castaneus;;;Dummy
924;4;PA_2007;6;1;autumn;2012;NA;L.castaneus;;;Dummy
925;1;DO_2009;7;1;autumn;2012;NA;L.castaneus;;;Dummy
926;2;DO_2009;7;1;autumn;2012;NA;L.castaneus;;;Dummy
927;3;DO_2009;7;1;autumn;2012;NA;L.castaneus;;;Dummy
928;4;DO_2009;7;1;autumn;2012;NA;L.castaneus;;;Dummy
929;1;EF_2009;8;1;autumn;2012;NA;L.castaneus;;;Dummy
930;2;EF_2009;8;1;autumn;2012;NA;L.castaneus;;;Dummy
931;3;EF_2009;8;1;autumn;2012;NA;L.castaneus;;;Dummy
932;4;EF_2009;8;1;autumn;2012;NA;L.castaneus;;;Dummy
933;1;PO_2009;9;1;autumn;2012;NA;L.castaneus;;;Dummy
934;2;PO_2009;9;1;autumn;2012;NA;L.castaneus;;;Dummy
935;3;PO_2009;9;1;autumn;2012;NA;L.castaneus;;;Dummy
936;4;PO_2009;9;1;autumn;2012;NA;L.castaneus;;;Dummy
937;1;EF_2011;10;1;autumn;2012;NA;L.castaneus;;;Dummy
938;2;EF_2011;10;1;autumn;2012;NA;L.castaneus;;;Dummy
939;3;EF_2011;10;1;autumn;2012;NA;L.castaneus;;;Dummy
940;4;EF_2011;10;1;autumn;2012;NA;L.castaneus;;;Dummy
941;1;ND_2011;11;1;autumn;2012;NA;L.castaneus;;;Dummy
942;2;ND_2011;11;1;autumn;2012;NA;L.castaneus;;;Dummy
943;3;ND_2011;11;1;autumn;2012;NA;L.castaneus;;;Dummy
944;4;ND_2011;11;1;autumn;2012;NA;L.castaneus;;;Dummy
945;1;RO_2011;12;1;autumn;2012;NA;L.castaneus;;;Dummy
946;2;RO_2011;12;1;autumn;2012;NA;L.castaneus;;;Dummy
947;3;RO_2011;12;1;autumn;2012;NA;L.castaneus;;;Dummy
948;4;RO_2011;12;1;autumn;2012;NA;L.castaneus;;;Dummy
949;1;DO_Mais;13;1;autumn;2012;NA;L.castaneus;;;Dummy
950;2;DO_Mais;13;1;autumn;2012;NA;L.castaneus;;;Dummy
951;3;DO_Mais;13;1;autumn;2012;NA;L.castaneus;;;Dummy
952;4;DO_Mais;13;1;autumn;2012;NA;L.castaneus;;;Dummy
953;1;ND_Mais;14;1;autumn;2012;NA;L.castaneus;;;Dummy
954;2;ND_Mais;14;1;autumn;2012;NA;L.castaneus;;;Dummy
955;3;ND_Mais;14;1;autumn;2012;NA;L.castaneus;;;Dummy
956;4;ND_Mais;14;1;autumn;2012;NA;L.castaneus;;;Dummy
957;1;RO_Mais;15;1;autumn;2012;NA;L.castaneus;;;Dummy
958;2;RO_Mais;15;1;autumn;2012;NA;L.castaneus;;;Dummy
959;3;RO_Mais;15;1;autumn;2012;NA;L.castaneus;;;Dummy
960;4;RO_Mais;15;1;autumn;2012;NA;L.castaneus;;;Dummy
961;1;DO_2004;1;2;spring;2013;NA;L.castaneus;;;Dummy
962;2;DO_2004;1;2;spring;2013;NA;L.castaneus;;;Dummy
963;3;DO_2004;1;2;spring;2013;NA;L.castaneus;;;Dummy
964;4;DO_2004;1;2;spring;2013;NA;L.castaneus;;;Dummy
965;1;HE_2004;2;2;spring;2013;NA;L.castaneus;;;Dummy
966;2;HE_2004;2;2;spring;2013;NA;L.castaneus;;;Dummy
967;3;HE_2004;2;2;spring;2013;NA;L.castaneus;;;Dummy
968;4;HE_2004;2;2;spring;2013;NA;L.castaneus;;;Dummy
969;1;DO_2005;3;2;spring;2013;NA;L.castaneus;;;Dummy
970;2;DO_2005;3;2;spring;2013;NA;L.castaneus;;;Dummy
971;3;DO_2005;3;2;spring;2013;NA;L.castaneus;;;Dummy
972;4;DO_2005;3;2;spring;2013;NA;L.castaneus;;;Dummy
973;1;DO_2007;4;2;spring;2013;NA;L.castaneus;;;Dummy
974;2;DO_2007;4;2;spring;2013;NA;L.castaneus;;;Dummy
975;3;DO_2007;4;2;spring;2013;NA;L.castaneus;;;Dummy
976;4;DO_2007;4;2;spring;2013;NA;L.castaneus;;;Dummy
977;1;EF_2007;5;2;spring;2013;NA;L.castaneus;;;Dummy
978;2;EF_2007;5;2;spring;2013;NA;L.castaneus;;;Dummy
979;3;EF_2007;5;2;spring;2013;NA;L.castaneus;;;Dummy
980;4;EF_2007;5;2;spring;2013;NA;L.castaneus;;;Dummy
981;1;PA_2007;6;2;spring;2013;NA;L.castaneus;;;Dummy
982;2;PA_2007;6;2;spring;2013;NA;L.castaneus;;;Dummy
983;3;PA_2007;6;2;spring;2013;NA;L.castaneus;;;Dummy
984;4;PA_2007;6;2;spring;2013;NA;L.castaneus;;;Dummy
985;1;DO_2009;7;2;spring;2013;NA;L.castaneus;;;Dummy
986;2;DO_2009;7;2;spring;2013;NA;L.castaneus;;;Dummy
987;3;DO_2009;7;2;spring;2013;NA;L.castaneus;;;Dummy
988;4;DO_2009;7;2;spring;2013;NA;L.castaneus;;;Dummy
989;1;EF_2009;8;2;spring;2013;NA;L.castaneus;;;Dummy
990;2;EF_2009;8;2;spring;2013;NA;L.castaneus;;;Dummy
991;3;EF_2009;8;2;spring;2013;NA;L.castaneus;;;Dummy
992;4;EF_2009;8;2;spring;2013;NA;L.castaneus;;;Dummy
993;1;PO_2009;9;2;spring;2013;NA;L.castaneus;;;Dummy
994;2;PO_2009;9;2;spring;2013;NA;L.castaneus;;;Dummy
995;3;PO_2009;9;2;spring;2013;NA;L.castaneus;;;Dummy
996;4;PO_2009;9;2;spring;2013;NA;L.castaneus;;;Dummy
997;1;EF_2011;10;2;spring;2013;NA;L.castaneus;;;Dummy
998;2;EF_2011;10;2;spring;2013;NA;L.castaneus;;;Dummy
999;3;EF_2011;10;2;spring;2013;NA;L.castaneus;;;Dummy
1000;4;EF_2011;10;2;spring;2013;NA;L.castaneus;;;Dummy
1001;1;ND_2011;11;2;spring;2013;NA;L.castaneus;;;Dummy
1002;2;ND_2011;11;2;spring;2013;NA;L.castaneus;;;Dummy
1003;3;ND_2011;11;2;spring;2013;NA;L.castaneus;;;Dummy
1004;4;ND_2011;11;2;spring;2013;NA;L.castaneus;;;Dummy
1005;1;RO_2011;12;2;spring;2013;NA;L.castaneus;;;Dummy
1006;2;RO_2011;12;2;spring;2013;NA;L.castaneus;;;Dummy
1007;3;RO_2011;12;2;spring;2013;NA;L.castaneus;;;Dummy
1008;4;RO_2011;12;2;spring;2013;NA;L.castaneus;;;Dummy
1009;1;DO_MaisII;16;2;spring;2013;NA;L.castaneus;;;Dummy
1010;2;DO_MaisII;16;2;spring;2013;NA;L.castaneus;;;Dummy
1011;3;DO_MaisII;16;2;spring;2013;NA;L.castaneus;;;Dummy
1012;4;DO_MaisII;16;2;spring;2013;NA;L.castaneus;;;Dummy
1013;1;PA_Mais;17;2;spring;2013;NA;L.castaneus;;;Dummy
1014;2;PA_Mais;17;2;spring;2013;NA;L.castaneus;;;Dummy
1015;3;PA_Mais;17;2;spring;2013;NA;L.castaneus;;;Dummy
1016;4;PA_Mais;17;2;spring;2013;NA;L.castaneus;;;Dummy
1017;1;RO_MaisII;18;2;spring;2013;NA;L.castaneus;;;Dummy
1018;2;RO_MaisII;18;2;spring;2013;NA;L.castaneus;;;Dummy
1019;3;RO_MaisII;18;2;spring;2013;NA;L.castaneus;;;Dummy
1020;4;RO_MaisII;18;2;spring;2013;NA;L.castaneus;;;Dummy
1021;1;DO_2004;1;3;autumn;2013;NA;L.castaneus;;;Dummy
1022;2;DO_2004;1;3;autumn;2013;NA;L.castaneus;;;Dummy
1023;3;DO_2004;1;3;autumn;2013;NA;L.castaneus;;;Dummy
1024;4;DO_2004;1;3;autumn;2013;NA;L.castaneus;;;Dummy
1025;1;HE_2004;2;3;autumn;2013;NA;L.castaneus;;;Dummy
1026;2;HE_2004;2;3;autumn;2013;NA;L.castaneus;;;Dummy
1027;3;HE_2004;2;3;autumn;2013;NA;L.castaneus;;;Dummy
1028;4;HE_2004;2;3;autumn;2013;NA;L.castaneus;;;Dummy
1029;1;DO_2005;3;3;autumn;2013;NA;L.castaneus;;;Dummy
1030;2;DO_2005;3;3;autumn;2013;NA;L.castaneus;;;Dummy
1031;3;DO_2005;3;3;autumn;2013;NA;L.castaneus;;;Dummy
1032;4;DO_2005;3;3;autumn;2013;NA;L.castaneus;;;Dummy
1033;1;DO_2007;4;3;autumn;2013;NA;L.castaneus;;;Dummy
1034;2;DO_2007;4;3;autumn;2013;NA;L.castaneus;;;Dummy
1035;3;DO_2007;4;3;autumn;2013;NA;L.castaneus;;;Dummy
1036;4;DO_2007;4;3;autumn;2013;NA;L.castaneus;;;Dummy
1037;1;EF_2007;5;3;autumn;2013;NA;L.castaneus;;;Dummy
1038;2;EF_2007;5;3;autumn;2013;NA;L.castaneus;;;Dummy
1039;3;EF_2007;5;3;autumn;2013;NA;L.castaneus;;;Dummy
1040;4;EF_2007;5;3;autumn;2013;NA;L.castaneus;;;Dummy
1041;1;PA_2007;6;3;autumn;2013;NA;L.castaneus;;;Dummy
1042;2;PA_2007;6;3;autumn;2013;NA;L.castaneus;;;Dummy
1043;3;PA_2007;6;3;autumn;2013;NA;L.castaneus;;;Dummy
1044;4;PA_2007;6;3;autumn;2013;NA;L.castaneus;;;Dummy
1045;1;DO_2009;7;3;autumn;2013;NA;L.castaneus;;;Dummy
1046;2;DO_2009;7;3;autumn;2013;NA;L.castaneus;;;Dummy
1047;3;DO_2009;7;3;autumn;2013;NA;L.castaneus;;;Dummy
1048;4;DO_2009;7;3;autumn;2013;NA;L.castaneus;;;Dummy
1049;1;EF_2009;8;3;autumn;2013;NA;L.castaneus;;;Dummy
1050;2;EF_2009;8;3;autumn;2013;NA;L.castaneus;;;Dummy
1051;3;EF_2009;8;3;autumn;2013;NA;L.castaneus;;;Dummy
1052;4;EF_2009;8;3;autumn;2013;NA;L.castaneus;;;Dummy
1053;1;PO_2009;9;3;autumn;2013;NA;L.castaneus;;;Dummy
1054;2;PO_2009;9;3;autumn;2013;NA;L.castaneus;;;Dummy
1055;3;PO_2009;9;3;autumn;2013;NA;L.castaneus;;;Dummy
1056;4;PO_2009;9;3;autumn;2013;NA;L.castaneus;;;Dummy
1057;1;EF_2011;10;3;autumn;2013;NA;L.castaneus;;;Dummy
1058;2;EF_2011;10;3;autumn;2013;NA;L.castaneus;;;Dummy
1059;3;EF_2011;10;3;autumn;2013;NA;L.castaneus;;;Dummy
1060;4;EF_2011;10;3;autumn;2013;NA;L.castaneus;;;Dummy
1061;1;ND_2011;11;3;autumn;2013;NA;L.castaneus;;;Dummy
1062;2;ND_2011;11;3;autumn;2013;NA;L.castaneus;;;Dummy
1063;3;ND_2011;11;3;autumn;2013;NA;L.castaneus;;;Dummy
1064;4;ND_2011;11;3;autumn;2013;NA;L.castaneus;;;Dummy
1065;1;RO_2011;12;3;autumn;2013;NA;L.castaneus;;;Dummy
1066;2;RO_2011;12;3;autumn;2013;NA;L.castaneus;;;Dummy
1067;3;RO_2011;12;3;autumn;2013;NA;L.castaneus;;;Dummy
1068;4;RO_2011;12;3;autumn;2013;NA;L.castaneus;;;Dummy
1069;1;DO_MaisII;16;3;autumn;2013;NA;L.castaneus;;;Dummy
1070;2;DO_MaisII;16;3;autumn;2013;NA;L.castaneus;;;Dummy
1071;3;DO_MaisII;16;3;autumn;2013;NA;L.castaneus;;;Dummy
1072;4;DO_MaisII;16;3;autumn;2013;NA;L.castaneus;;;Dummy
1073;1;PA_Mais;17;3;autumn;2013;NA;L.castaneus;;;Dummy
1074;2;PA_Mais;17;3;autumn;2013;NA;L.castaneus;;;Dummy
1075;3;PA_Mais;17;3;autumn;2013;NA;L.castaneus;;;Dummy
1076;4;PA_Mais;17;3;autumn;2013;NA;L.castaneus;;;Dummy
1077;1;RO_MaisII;18;3;autumn;2013;NA;L.castaneus;;;Dummy
1078;2;RO_MaisII;18;3;autumn;2013;NA;L.castaneus;;;Dummy
1079;3;RO_MaisII;18;3;autumn;2013;NA;L.castaneus;;;Dummy
1080;4;RO_MaisII;18;3;autumn;2013;NA;L.castaneus;;;Dummy
1081;1;DO_2004;1;1;autumn;2012;NA;L.rubellus;;;Dummy
1082;2;DO_2004;1;1;autumn;2012;NA;L.rubellus;;;Dummy
1083;3;DO_2004;1;1;autumn;2012;NA;L.rubellus;;;Dummy
1084;4;DO_2004;1;1;autumn;2012;NA;L.rubellus;;;Dummy
1085;1;HE_2004;2;1;autumn;2012;NA;L.rubellus;;;Dummy
1086;2;HE_2004;2;1;autumn;2012;NA;L.rubellus;;;Dummy
1087;3;HE_2004;2;1;autumn;2012;NA;L.rubellus;;;Dummy
1088;4;HE_2004;2;1;autumn;2012;NA;L.rubellus;;;Dummy
1089;1;DO_2005;3;1;autumn;2012;NA;L.rubellus;;;Dummy
1090;2;DO_2005;3;1;autumn;2012;NA;L.rubellus;;;Dummy
1091;3;DO_2005;3;1;autumn;2012;NA;L.rubellus;;;Dummy
1092;4;DO_2005;3;1;autumn;2012;NA;L.rubellus;;;Dummy
1093;1;DO_2007;4;1;autumn;2012;NA;L.rubellus;;;Dummy
1094;2;DO_2007;4;1;autumn;2012;NA;L.rubellus;;;Dummy
1095;3;DO_2007;4;1;autumn;2012;NA;L.rubellus;;;Dummy
1096;4;DO_2007;4;1;autumn;2012;NA;L.rubellus;;;Dummy
1097;1;EF_2007;5;1;autumn;2012;NA;L.rubellus;;;Dummy
1098;2;EF_2007;5;1;autumn;2012;NA;L.rubellus;;;Dummy
1099;3;EF_2007;5;1;autumn;2012;NA;L.rubellus;;;Dummy
1100;4;EF_2007;5;1;autumn;2012;NA;L.rubellus;;;Dummy
1101;1;PA_2007;6;1;autumn;2012;NA;L.rubellus;;;Dummy
1102;2;PA_2007;6;1;autumn;2012;NA;L.rubellus;;;Dummy
1103;3;PA_2007;6;1;autumn;2012;NA;L.rubellus;;;Dummy
1104;4;PA_2007;6;1;autumn;2012;NA;L.rubellus;;;Dummy
1105;1;DO_2009;7;1;autumn;2012;NA;L.rubellus;;;Dummy
1106;2;DO_2009;7;1;autumn;2012;NA;L.rubellus;;;Dummy
1107;3;DO_2009;7;1;autumn;2012;NA;L.rubellus;;;Dummy
1108;4;DO_2009;7;1;autumn;2012;NA;L.rubellus;;;Dummy
1109;1;EF_2009;8;1;autumn;2012;NA;L.rubellus;;;Dummy
